customerID,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges
3507-GASNP,Two year,No,Mailed check,19.95,1189.9
7096-ZNBZI,Two year,No,Credit card (automatic),26.45,1914.5
1902-XBTFB,Month-to-month,Yes,Electronic check,89.4,2001.5
1676-MQAOA,Two year,Yes,Bank transfer (automatic),75.1,5336.35
0786-IVLAW,One year,No,Bank transfer (automatic),108.1,7238.6
7566-DSRLQ,Two year,Yes,Electronic check,110.15,7998.8
0643-OKLRP,Month-to-month,No,Electronic check,80.35,3825.85
7245-JMTTQ,One year,Yes,Electronic check,111.5,5703.25
6050-IJRHS,One year,Yes,Electronic check,106.5,7397
6202-JVYEU,One year,Yes,Electronic check,19.9,164.6
8591-TKMZH,Two year,Yes,Mailed check,111.1,6555.2
0734-OXWBT,Month-to-month,No,Mailed check,70.7,225.65
4282-ACRXS,Month-to-month,Yes,Electronic check,24.85,955.75
0365-TRTPY,Month-to-month,No,Bank transfer (automatic),91.2,3382.3
7349-ALMUX,Two year,No,Bank transfer (automatic),65.6,2313.8
9381-NDKME,Month-to-month,Yes,Credit card (automatic),40.65,933.3
6502-KUGLL,Month-to-month,No,Bank transfer (automatic),59.45,780.85
1841-YSJGV,Two year,Yes,Credit card (automatic),109.95,7852.4
2794-XIMMO,One year,Yes,Electronic check,60.45,3184.25
8382-SHQEH,Month-to-month,Yes,Electronic check,84.9,764.95
3511-BFTJW,Two year,No,Credit card (automatic),38.5,2763
7668-XCFYV,Month-to-month,Yes,Electronic check,92.55,1614.7
2983-ZANRP,Month-to-month,Yes,Bank transfer (automatic),73.55,145.4
7845-URHJN,Month-to-month,No,Bank transfer (automatic),20.15,156.25
3034-ZBEQN,One year,No,Mailed check,34.7,1604.5
5018-HEKFO,Month-to-month,Yes,Mailed check,24.5,270.15
2923-ARZLG,One year,Yes,Mailed check,19.7, 
3976-NLDEZ,Month-to-month,No,Mailed check,20.6,20.6
2282-YGNOR,One year,No,Credit card (automatic),58.0,1734.5
5336-UFNZP,One year,Yes,Electronic check,107.45,7047.5
6854-EXGSF,Month-to-month,Yes,Bank transfer (automatic),65.5,573.15
1241-EZFMJ,Two year,No,Bank transfer (automatic),25.45,1538.6
9233-PSYHO,One year,Yes,Bank transfer (automatic),100.15,4459.8
5376-PCKNB,One year,Yes,Credit card (automatic),104.45,7459
8044-BGWPI,Month-to-month,Yes,Electronic check,21.15,306.05
4060-LDNLU,Month-to-month,No,Electronic check,96.2,639.7
3589-PPVKW,Month-to-month,Yes,Mailed check,44.4,348.15
8327-LZKAS,One year,Yes,Electronic check,107.55,4533.9
5887-IKKYO,Two year,No,Bank transfer (automatic),94.35,5563.65
1075-BGWOH,Month-to-month,Yes,Electronic check,98.75,1587.55
1755-RMCXH,Month-to-month,No,Mailed check,20.3,40.25
0302-JOIVN,Month-to-month,No,Electronic check,101.15,842.9
3858-XHYJO,One year,No,Bank transfer (automatic),105.75,4228.55
4299-SIMNS,Month-to-month,Yes,Electronic check,81.15,784.45
7025-IWFHT,One year,Yes,Electronic check,89.55,3729.75
6261-LHRTG,Month-to-month,Yes,Credit card (automatic),54.75,1406.9
7841-FCRQD,One year,Yes,Credit card (automatic),53.75,1857.3
2056-EVGZL,One year,No,Credit card (automatic),105.75,7322.5
8777-MBMTS,Two year,Yes,Credit card (automatic),105.85,6725.5
7753-USQYQ,One year,Yes,Electronic check,64.2,3627.3
5366-IJEQJ,Month-to-month,Yes,Electronic check,88.7,1761.45
7661-CPURM,One year,Yes,Credit card (automatic),87.7,1725.95
6233-HXJMX,Month-to-month,Yes,Credit card (automatic),89.3,4192.15
5902-WBLSE,Two year,Yes,Credit card (automatic),20.15,1411.2
1981-INRFU,Month-to-month,Yes,Electronic check,79.75,164.5
4971-PUYQO,Month-to-month,Yes,Mailed check,94.55,2724.6
3239-TPHPZ,Two year,Yes,Electronic check,20.05,264.55
5115-GZDEL,Two year,No,Credit card (automatic),67.2,4671.7
3338-CVVEH,Month-to-month,No,Electronic check,94.55,1173.55
8485-GJCDN,Month-to-month,Yes,Mailed check,69.05,318.5
2615-YVMYX,Month-to-month,Yes,Electronic check,107.5,7713.55
2851-STERV,One year,Yes,Electronic check,73.0,2471.25
4393-GEADV,Two year,No,Credit card (automatic),114.75,7842.3
8486-AYEQH,Month-to-month,Yes,Electronic check,76.05,2227.8
1527-SXDPN,Two year,Yes,Bank transfer (automatic),96.25,4990.25
6029-WTIPC,Month-to-month,Yes,Electronic check,101.1,3744.05
8634-CILSZ,One year,Yes,Bank transfer (automatic),104.7,7220.35
5419-JKZNQ,Month-to-month,No,Mailed check,77.9,2351.45
2495-KZNFB,Month-to-month,Yes,Electronic check,90.65,2989.6
1409-PHXTF,Two year,Yes,Electronic check,110.45,6077.75
4560-WQAQW,One year,No,Bank transfer (automatic),68.7,4070.95
9591-YVTEB,Month-to-month,Yes,Electronic check,44.85,2479.05
9309-BZGNT,One year,Yes,Credit card (automatic),29.8,2134.3
4274-DRSQT,One year,Yes,Bank transfer (automatic),88.9,6000.1
2027-DNKIV,One year,Yes,Mailed check,58.75,2203.1
8075-GXIUB,One year,No,Credit card (automatic),19.85,183.15
2885-HIJDH,Two year,No,Bank transfer (automatic),86.9,6194.1
5424-RLQLC,Month-to-month,Yes,Mailed check,59.65,638.95
6682-QJDGB,Month-to-month,Yes,Mailed check,55.25,2139.2
6507-DTJZV,Month-to-month,No,Credit card (automatic),66.4,831.75
8780-IXSTS,Month-to-month,Yes,Electronic check,90.1,521.3
7673-BQGKU,Two year,No,Bank transfer (automatic),20.15,1337.5
6723-WSNTY,One year,Yes,Credit card (automatic),108.1,7181.95
9530-EHPOH,Month-to-month,No,Electronic check,53.75,608
2725-IWWBA,One year,No,Mailed check,56.9,2560.1
0345-HKJVM,Month-to-month,No,Electronic check,89.3,577.6
1061-PNTHC,Month-to-month,Yes,Mailed check,109.6,5953
0394-YONDK,Two year,No,Credit card (automatic),25.15,1790.15
6574-MCOEH,One year,Yes,Electronic check,79.15,2531.4
7399-QHBJS,Two year,No,Credit card (automatic),66.75,4760.3
3049-SOLAY,Month-to-month,Yes,Electronic check,95.2,292.85
0997-YTLNY,Month-to-month,No,Mailed check,48.8,953.65
3317-HRTNN,Month-to-month,No,Electronic check,45.7,198
9479-HYNYL,Two year,Yes,Credit card (automatic),80.7,5705.05
3235-ETOOB,Month-to-month,Yes,Electronic check,74.5,609.9
9708-KFDBY,Month-to-month,No,Credit card (automatic),20.55,20.55
8058-INTPH,Month-to-month,Yes,Electronic check,79.65,79.65
3642-GKTCT,One year,Yes,Mailed check,115.1,6993.65
0774-RMNUW,Two year,No,Bank transfer (automatic),59.7,4122.65
1334-PDUKM,One year,No,Credit card (automatic),86.45,5762.95
0756-MPZRL,One year,No,Credit card (automatic),33.7,1537.85
2242-MFOTG,One year,No,Bank transfer (automatic),80.1,2603.3
2927-CVULT,Two year,Yes,Bank transfer (automatic),104.05,5566.4
2144-BFDSO,Month-to-month,No,Bank transfer (automatic),108.75,5431.9
8745-PVESG,One year,Yes,Credit card (automatic),41.1,2258.25
7647-GYYKX,Two year,Yes,Bank transfer (automatic),20.35,1092.35
5647-FXOTP,Month-to-month,Yes,Electronic check,105.9,6401.25
5569-OUICF,Month-to-month,Yes,Credit card (automatic),101.3,2812.2
8821-XNHVZ,Month-to-month,Yes,Mailed check,80.05,80.05
2082-OJVTK,Month-to-month,Yes,Electronic check,89.2,2698.35
9700-ISPUP,Month-to-month,Yes,Electronic check,65.5,616.9
9839-ETQOE,Month-to-month,Yes,Electronic check,40.45,1912.85
6078-VESFR,Month-to-month,No,Bank transfer (automatic),70.45,849.1
9027-TMATR,Two year,Yes,Electronic check,78.8,3460.3
5940-NFXKV,Month-to-month,Yes,Electronic check,83.65,1465.75
1941-HOSAM,Month-to-month,Yes,Electronic check,90.1,90.1
9110-HSGTV,Two year,Yes,Credit card (automatic),82.45,5555.3
0704-VCUMB,Two year,No,Credit card (automatic),20.25,1278.8
6171-ZTVYB,Month-to-month,No,Bank transfer (automatic),66.25,2907.35
8053-WWDRO,Month-to-month,No,Bank transfer (automatic),19.5,146.3
9564-KCLHR,Month-to-month,No,Mailed check,51.25,51.25
1935-IMVBB,Month-to-month,No,Mailed check,89.7,4952.95
2535-PBCGC,Two year,No,Bank transfer (automatic),64.55,4504.9
2082-CEFLT,Month-to-month,Yes,Electronic check,45.6,45.6
1470-PSXNM,One year,Yes,Electronic check,93.65,4520.15
1213-NGCUN,Month-to-month,Yes,Bank transfer (automatic),49.65,267.35
2498-XLDZR,Two year,No,Mailed check,73.6,2316.85
9866-OCCKE,Two year,Yes,Mailed check,109.75,8075.35
5338-YHWYT,Two year,No,Credit card (automatic),61.45,2302.35
7718-UPSKJ,One year,Yes,Credit card (automatic),106.4,7251.9
8731-WBBMB,Month-to-month,No,Bank transfer (automatic),81.9,2078.55
1448-CYWKC,One year,Yes,Credit card (automatic),105.2,6225.4
7901-IIDQV,One year,No,Bank transfer (automatic),54.6,1242.25
2690-DVRVK,One year,No,Electronic check,20.55,99.45
5688-KZTSN,Month-to-month,Yes,Electronic check,20.0,288.05
1270-XKUCC,Two year,No,Mailed check,19.7,599.25
0334-ZFJSR,One year,Yes,Credit card (automatic),66.05,3462.1
2894-QOJRX,Month-to-month,Yes,Bank transfer (automatic),34.0,853
5747-PMBSQ,Month-to-month,Yes,Mailed check,92.5,934.1
5583-EJXRD,Two year,Yes,Credit card (automatic),54.05,2375.2
4565-EVZMJ,One year,Yes,Mailed check,58.9,2813.05
3143-JQEGI,Month-to-month,No,Electronic check,88.35,1222.8
6386-SZZKH,Two year,Yes,Bank transfer (automatic),107.95,5293.2
3327-YBAKM,One year,Yes,Mailed check,96.9,6314.35
9441-QHEVC,Month-to-month,No,Mailed check,19.1,19.1
6705-LNMDD,Month-to-month,No,Mailed check,50.0,1003.05
2580-ASVVY,Two year,No,Electronic check,45.4,1593.1
3370-GQEAL,Month-to-month,No,Electronic check,85.45,2509.95
5032-USPKF,One year,No,Bank transfer (automatic),84.1,3187.65
2982-IHMFT,Month-to-month,Yes,Mailed check,74.45,74.45
3521-SYVOR,Month-to-month,Yes,Electronic check,64.75,2345.2
4254-QPEDE,Two year,No,Credit card (automatic),66.25,3330.1
6283-GITPX,Two year,Yes,Credit card (automatic),76.9,5522.7
9526-JAWYF,Month-to-month,No,Electronic check,89.8,2335.3
0771-CHWSK,Two year,Yes,Credit card (automatic),74.6,4798.4
9788-HNGUT,Two year,Yes,Credit card (automatic),116.95,8594.4
9495-REDIY,One year,Yes,Credit card (automatic),40.65,970.55
5375-XLDOF,Two year,Yes,Bank transfer (automatic),114.35,7665.8
1172-VIYBP,Two year,No,Bank transfer (automatic),69.7,3686.05
5649-VUKMC,One year,No,Mailed check,95.5,1115.15
6559-PDZLR,Month-to-month,Yes,Electronic check,98.65,2537
8992-OBVDG,Month-to-month,No,Mailed check,61.65,1393.6
4273-MBHYA,Month-to-month,Yes,Electronic check,89.35,89.35
4724-WXVWF,Month-to-month,Yes,Electronic check,95.4,4445.3
5701-GUXDC,One year,No,Credit card (automatic),35.4,978.6
1460-UZPRJ,Two year,No,Mailed check,19.95,1258.15
6082-GLJIX,Month-to-month,No,Mailed check,19.25,331.35
5143-EGQFK,Month-to-month,Yes,Electronic check,29.65,291.4
4919-IKATY,Month-to-month,Yes,Electronic check,84.5,453.75
2495-TTHBQ,One year,Yes,Mailed check,20.4,84.75
0485-ZBSLN,Two year,No,Credit card (automatic),24.75,1715.1
3810-PJUHR,Two year,No,Mailed check,25.35,1715.15
9050-QLROH,Month-to-month,Yes,Credit card (automatic),90.7,1597.25
0847-HGRML,Two year,No,Bank transfer (automatic),20.0,1250.1
8232-CTLKO,Two year,Yes,Electronic check,59.75,3996.8
9227-YBAXE,Two year,Yes,Bank transfer (automatic),82.5,5215.1
6168-WFVVF,Month-to-month,Yes,Electronic check,70.3,235.5
9860-LISIZ,Month-to-month,No,Mailed check,20.35,673.2
0112-QAWRZ,Month-to-month,Yes,Bank transfer (automatic),90.8,1442.2
0877-SDMBN,One year,Yes,Bank transfer (automatic),103.95,5639.05
2786-GCDPI,Month-to-month,Yes,Electronic check,104.95,5222.35
4043-MKDTV,Two year,Yes,Electronic check,105.25,7291.75
8065-YKXKD,Month-to-month,Yes,Electronic check,74.75,799.65
9637-EIHEQ,Month-to-month,Yes,Electronic check,50.8,50.8
9229-RQABD,One year,No,Mailed check,23.75,424.5
8313-KTIHG,Month-to-month,Yes,Electronic check,61.3,249.4
5320-BRKGK,Two year,No,Mailed check,75.8,4415.75
6284-KMNUF,One year,Yes,Electronic check,98.0,5270.6
9689-PTNPG,Month-to-month,Yes,Electronic check,80.25,144.55
9465-RWMXL,Month-to-month,Yes,Electronic check,78.9,2447.95
6229-UOLQL,One year,Yes,Mailed check,52.0,2884.9
2362-IBOOY,Month-to-month,Yes,Electronic check,84.75,3050.15
3137-LUPIX,Month-to-month,Yes,Mailed check,64.4,253
0843-WTBXE,Month-to-month,No,Bank transfer (automatic),85.45,4517.25
6143-JQKEA,Month-to-month,Yes,Credit card (automatic),45.8,436.2
8676-OOQEJ,Month-to-month,No,Electronic check,30.5,118.4
5515-IDEJJ,Month-to-month,No,Mailed check,19.9,19.9
9701-CDXHR,Month-to-month,No,Mailed check,69.15,3649.6
7450-NWRTR,Month-to-month,Yes,Electronic check,99.45,1200.15
8124-NZVGJ,One year,Yes,Mailed check,49.25,255.6
2162-FRZAA,Two year,No,Bank transfer (automatic),39.35,2395.05
5376-DEQCP,Month-to-month,Yes,Electronic check,70.6,70.6
5118-MUEYH,Month-to-month,Yes,Credit card (automatic),105.1,5083.55
9095-HFAFX,Month-to-month,Yes,Credit card (automatic),81.0,389.6
5627-TVBPP,One year,Yes,Credit card (automatic),20.1,644.5
2379-ENZGV,Month-to-month,Yes,Electronic check,84.85,523.5
3936-QQFLL,Month-to-month,No,Mailed check,19.75,39.3
2589-AYCRP,One year,No,Bank transfer (automatic),19.75,989.05
4067-HLYQI,Month-to-month,Yes,Bank transfer (automatic),70.4,2406.1
5124-EOGYE,Two year,No,Mailed check,20.45,638.55
5057-RKGLH,Two year,No,Mailed check,20.35,191.1
0292-WEGCH,Month-to-month,Yes,Electronic check,86.2,4524.05
8910-ICHIU,One year,Yes,Credit card (automatic),95.65,4664.2
4097-YODCF,One year,Yes,Electronic check,103.8,3470.8
9715-WZCLW,Two year,Yes,Electronic check,97.2,6910.3
9786-YWNHU,Two year,No,Mailed check,63.55,4014.2
6407-GSJNL,Two year,No,Bank transfer (automatic),24.95,1288
6005-OBZPH,Month-to-month,Yes,Electronic check,89.15,2277.65
4049-ZPALD,Two year,Yes,Bank transfer (automatic),99.0,6375.8
7932-WPTDS,Month-to-month,Yes,Electronic check,24.8,24.8
3733-UOCWF,One year,Yes,Bank transfer (automatic),85.55,5251.75
6833-JMZYP,Month-to-month,Yes,Credit card (automatic),94.0,1505.45
2722-VOJQL,One year,Yes,Credit card (automatic),105.65,6903.1
1310-QRITU,Month-to-month,Yes,Electronic check,50.3,913.3
8961-QDZZJ,One year,Yes,Electronic check,95.0,5535.8
9715-SBVSU,Two year,Yes,Bank transfer (automatic),61.4,815.55
8490-BXHEO,Month-to-month,Yes,Credit card (automatic),80.55,1411.65
7173-TETGO,Two year,No,Bank transfer (automatic),78.5,5602.25
7929-SKFGK,Two year,No,Credit card (automatic),114.3,8244.3
2300-RQGOI,Two year,No,Mailed check,20.05,741.5
3563-SVYLG,Two year,No,Credit card (automatic),62.65,4375.8
5228-EXCET,Month-to-month,Yes,Electronic check,80.85,1008.7
6435-VWCCY,Two year,Yes,Credit card (automatic),92.7,5968.4
4998-IKFSE,Month-to-month,No,Electronic check,100.45,3096.9
8630-QSGXK,Two year,Yes,Bank transfer (automatic),75.2,3901.25
2455-USLMV,Month-to-month,Yes,Credit card (automatic),84.75,2613.4
7394-FKDNK,Month-to-month,No,Electronic check,89.45,853.1
9488-FVZCC,Two year,Yes,Bank transfer (automatic),79.5,5661.7
6331-LWDTQ,Month-to-month,Yes,Credit card (automatic),72.15,794.25
5995-WWKKG,One year,Yes,Electronic check,19.8,695.05
1597-FZREH,Month-to-month,No,Electronic check,76.4,160.8
7879-CGSFV,One year,Yes,Mailed check,100.9,5552.05
9921-EZKBY,Month-to-month,Yes,Bank transfer (automatic),95.3,3275.15
7432-FFVAR,One year,No,Bank transfer (automatic),90.95,4236.6
7246-ZGQDF,Month-to-month,No,Electronic check,54.5,54.5
7000-WCEVQ,Month-to-month,Yes,Mailed check,61.6,1174.35
0727-IWKVK,Month-to-month,Yes,Electronic check,79.9,741.7
5959-BELXA,Month-to-month,Yes,Credit card (automatic),96.15,3019.25
4456-RHSNB,Month-to-month,Yes,Bank transfer (automatic),49.6,962.9
3512-IZIKN,Two year,No,Credit card (automatic),65.3,4759.75
2481-SBOYW,Two year,Yes,Credit card (automatic),25.0,1498.35
7109-MFBYV,Month-to-month,No,Electronic check,45.45,1233.15
1833-TCXKK,Month-to-month,Yes,Bank transfer (automatic),107.75,4882.8
1832-PEUTS,Two year,Yes,Credit card (automatic),89.1,5411.65
6141-OOXUQ,Month-to-month,No,Mailed check,19.65,19.65
8660-BUETV,Month-to-month,No,Mailed check,44.75,148.05
0580-PIQHM,One year,Yes,Bank transfer (automatic),101.6,3930.55
5696-CEIQJ,Two year,No,Bank transfer (automatic),103.15,6895.5
7503-ZGUZJ,Month-to-month,Yes,Mailed check,84.65,84.65
1696-HXOWK,One year,No,Mailed check,95.65,6856.95
3026-ATZYV,One year,No,Bank transfer (automatic),75.1,2658.8
4012-YCFAI,Two year,Yes,Mailed check,61.35,3766.2
2506-TNFCO,Month-to-month,Yes,Electronic check,69.55,69.55
9970-QBCDA,Month-to-month,No,Credit card (automatic),19.7,129.55
8718-PTMEZ,Month-to-month,Yes,Electronic check,31.05,347.25
9496-IVVRP,Month-to-month,No,Bank transfer (automatic),51.0,581.7
2207-OBZNX,Month-to-month,Yes,Mailed check,51.0,354.05
2657-VPXTA,Month-to-month,Yes,Electronic check,88.85,929.45
6551-VLJMV,Two year,No,Credit card (automatic),20.05,679
1221-GHZEP,Two year,Yes,Mailed check,65.1,3846.75
9289-LBQVU,One year,Yes,Mailed check,70.15,4480.7
6142-VSJQO,Month-to-month,Yes,Bank transfer (automatic),44.35,44.35
3458-IDMFK,Two year,Yes,Mailed check,20.75,499.4
6933-FHBZC,One year,Yes,Mailed check,56.05,1553.2
0221-NAUXK,One year,Yes,Bank transfer (automatic),19.95,219.5
9770-KXGQU,One year,No,Mailed check,98.6,5311.85
6437-UKHMV,Month-to-month,Yes,Electronic check,79.7,586.05
6538-POCHL,Month-to-month,Yes,Credit card (automatic),79.0,2576.8
6726-NNFWD,Two year,No,Credit card (automatic),89.45,6435.25
3002-WQZWT,Month-to-month,Yes,Electronic check,74.2,1993.25
4277-UDIEF,Month-to-month,No,Bank transfer (automatic),81.0,1923.85
1208-NBVFH,Month-to-month,Yes,Electronic check,49.6,939.8
4912-PIGUY,Month-to-month,Yes,Electronic check,84.6,84.6
1114-CENIM,Month-to-month,Yes,Credit card (automatic),55.0,3092.65
6060-DRTNL,Month-to-month,Yes,Mailed check,84.85,415.55
2725-TTRIQ,Two year,Yes,Bank transfer (automatic),84.2,5986.55
3374-TTZTK,Two year,Yes,Electronic check,106.3,5487
8990-ZXLSU,Month-to-month,No,Electronic check,69.05,651.5
2275-RBYQS,Month-to-month,Yes,Mailed check,45.4,45.4
8473-VUVJN,Month-to-month,Yes,Electronic check,73.65,73.65
6289-CPNLD,One year,Yes,Mailed check,73.9,2405.05
5536-SLHPM,Month-to-month,Yes,Electronic check,77.75,4458.15
4419-UJMUS,Two year,Yes,Electronic check,99.35,6856.45
7794-JASDG,Month-to-month,Yes,Mailed check,50.75,50.75
7609-YBPXG,Two year,No,Bank transfer (automatic),87.1,4735.2
5519-TEEUH,One year,Yes,Mailed check,20.15,682.15
7856-GANIL,One year,Yes,Bank transfer (automatic),98.7,4525.8
0804-XBFBV,Month-to-month,No,Electronic check,25.2,321.05
2676-OXPPQ,Month-to-month,Yes,Bank transfer (automatic),55.7,335.65
3703-TTEPD,Month-to-month,No,Bank transfer (automatic),65.35,1424.4
2799-TSLAG,Two year,Yes,Bank transfer (automatic),25.3,1748.55
0196-VULGZ,Month-to-month,Yes,Electronic check,84.35,474.9
8837-VVWLQ,Month-to-month,No,Electronic check,84.95,668.4
2696-NARTR,Month-to-month,Yes,Electronic check,73.85,926.25
2208-NKVVH,Two year,No,Mailed check,24.25,1077.95
7614-QVWQL,One year,Yes,Bank transfer (automatic),51.8,2541.25
1976-CFOCS,Month-to-month,No,Electronic check,46.0,46
4631-OACRM,Month-to-month,Yes,Electronic check,79.4,1156.1
7139-JZFVG,Two year,No,Bank transfer (automatic),60.5,3694.45
4987-GQWPO,Month-to-month,No,Credit card (automatic),25.1,382.8
3755-JBMNH,Month-to-month,Yes,Bank transfer (automatic),71.8,1167.8
1757-TCATG,One year,No,Bank transfer (automatic),20.05,746.75
6345-ULYRW,One year,No,Mailed check,88.4,3912.9
4776-XSKYQ,One year,No,Credit card (automatic),30.25,368.85
8048-DSDFQ,Month-to-month,No,Mailed check,20.2,20.2
5753-QQWPW,One year,Yes,Electronic check,59.9,1654.7
6010-DDPPW,Two year,No,Bank transfer (automatic),25.15,1940.85
1809-DMJHQ,Month-to-month,No,Mailed check,46.0,221.7
6693-FRIRW,Month-to-month,No,Credit card (automatic),101.3,1794.65
6586-MYGKD,Two year,Yes,Credit card (automatic),76.95,5289.8
3173-NVMPX,Month-to-month,Yes,Mailed check,55.3,501.2
0248-PGHBZ,Two year,Yes,Bank transfer (automatic),92.45,6140.85
0623-GDISB,Month-to-month,Yes,Bank transfer (automatic),48.45,48.45
2892-GESUL,Two year,No,Mailed check,19.35,309.25
6923-EFPNL,Month-to-month,No,Credit card (automatic),51.75,201.1
7472-EQOAV,One year,Yes,Bank transfer (automatic),86.7,6179.35
9574-RKJIF,Month-to-month,Yes,Electronic check,94.4,2838.7
2043-WVTQJ,Month-to-month,No,Mailed check,55.7,55.7
8034-RYTVV,One year,Yes,Credit card (automatic),84.25,4589.85
3863-QSTYI,Month-to-month,Yes,Electronic check,64.65,3735.45
2619-WFQWU,Month-to-month,Yes,Mailed check,70.15,70.15
5044-LRQAQ,Month-to-month,Yes,Bank transfer (automatic),69.2,477.55
1716-LSAMB,Two year,No,Bank transfer (automatic),54.65,2553.7
1333-PBMXB,One year,Yes,Bank transfer (automatic),24.75,1342.15
6546-OPBBH,One year,Yes,Mailed check,23.95,1216.35
5985-BEHZK,One year,No,Credit card (automatic),105.0,7578.05
9127-QRZMH,One year,Yes,Bank transfer (automatic),59.85,2603.95
5919-VCZYM,Month-to-month,No,Mailed check,20.05,42.7
9644-KVCNC,One year,Yes,Bank transfer (automatic),92.15,6056.9
2137-DQMEV,One year,No,Mailed check,44.8,2983.65
8174-LNWMW,Two year,No,Credit card (automatic),20.9,689.35
9279-CJEOJ,Month-to-month,Yes,Bank transfer (automatic),95.4,2025.1
7964-VEXDG,Month-to-month,No,Electronic check,80.35,1747.2
2404-JIBFC,Two year,Yes,Bank transfer (automatic),85.1,4657.95
0778-NELLA,Month-to-month,Yes,Credit card (automatic),34.7,296.1
8029-XYPWT,Two year,Yes,Bank transfer (automatic),115.05,8016.6
4614-NUVZD,Month-to-month,Yes,Electronic check,81.1,81.1
4632-PAOYU,One year,No,Mailed check,19.95,433.5
3803-KMQFW,Month-to-month,No,Mailed check,20.55,20.55
6804-GDMOI,Two year,Yes,Electronic check,106.6,6428.4
2990-OGYTD,Two year,No,Bank transfer (automatic),86.15,5883.85
6646-JPPHA,Month-to-month,No,Electronic check,78.85,1043.8
9572-MTILT,Month-to-month,Yes,Electronic check,106.75,6252.9
7658-UYUQS,Month-to-month,No,Bank transfer (automatic),86.55,1857.25
7880-XSOJX,Month-to-month,No,Mailed check,42.4,146.4
9611-CTWIH,Month-to-month,Yes,Electronic check,89.45,240.45
4589-IUAJB,Two year,No,Bank transfer (automatic),24.25,1724.15
0329-GTIAJ,Month-to-month,Yes,Electronic check,97.9,315.3
8746-BFOAJ,One year,No,Bank transfer (automatic),20.5,429.55
8457-XIGKN,Month-to-month,Yes,Credit card (automatic),19.6,356.15
6072-NUQCB,One year,No,Bank transfer (automatic),20.25,488.25
6629-CZTTH,Month-to-month,Yes,Mailed check,55.7,55.7
8838-GPHZP,Two year,Yes,Mailed check,20.6,1298.7
8750-QWZAJ,Two year,No,Bank transfer (automatic),19.8,1378.75
5364-EVNIB,Month-to-month,Yes,Electronic check,79.8,973.45
6918-UMQCG,Month-to-month,No,Electronic check,80.2,384.25
0675-NCDYU,Two year,Yes,Credit card (automatic),116.4,8543.25
6339-DKLMK,Month-to-month,Yes,Electronic check,31.65,389.95
1346-PJWTK,Month-to-month,No,Credit card (automatic),94.15,5731.85
5088-QZLRL,Month-to-month,No,Electronic check,20.65,20.65
8023-QHAIO,Month-to-month,Yes,Bank transfer (automatic),76.85,4275.75
4397-FRLTA,Month-to-month,No,Mailed check,20.15,84.5
3057-VJJQE,Two year,No,Mailed check,55.25,1924.1
5087-SUURX,Month-to-month,Yes,Electronic check,39.05,669.85
2302-OUZXB,Two year,No,Bank transfer (automatic),82.15,5784.3
8133-ANHHJ,One year,No,Bank transfer (automatic),103.0,5166.2
2270-CHBFN,Month-to-month,Yes,Credit card (automatic),95.1,4060.55
0013-EXCHZ,Month-to-month,Yes,Mailed check,83.9,267.4
5982-FPVQN,Month-to-month,Yes,Electronic check,95.15,3532.85
9107-UKCKY,One year,Yes,Electronic check,79.8,4914.8
4654-ULTTN,Two year,Yes,Credit card (automatic),74.8,5315.8
5550-VFRLC,Month-to-month,Yes,Electronic check,69.85,69.85
5546-BYZSM,Month-to-month,No,Electronic check,20.45,775.6
1492-KGETH,One year,No,Bank transfer (automatic),78.35,5445.95
4929-BSTRX,Month-to-month,Yes,Mailed check,53.55,53.55
4163-HFTUK,One year,No,Electronic check,19.1,1007.8
8215-NGSPE,Two year,No,Mailed check,20.0,833.55
2225-ZRGSG,Two year,No,Bank transfer (automatic),93.9,6579.05
8859-YSTWS,One year,No,Bank transfer (automatic),19.95,1004.5
5271-YNWVR,Two year,Yes,Electronic check,113.15,7856
7601-DHFWZ,Two year,No,Credit card (automatic),24.0,1183.05
2657-ALMWY,Month-to-month,No,Electronic check,84.95,2169.75
6330-JKLPC,Month-to-month,Yes,Bank transfer (automatic),80.5,896.9
4667-OHGKG,Month-to-month,Yes,Mailed check,19.3,19.3
1998-VHJHK,One year,No,Mailed check,19.15,501.35
1707-HABPF,One year,Yes,Bank transfer (automatic),91.3,4126.35
1660-HSOOQ,Month-to-month,Yes,Mailed check,49.65,49.65
7253-UVNDW,Two year,No,Credit card (automatic),54.35,2460.15
0487-VVUVK,Month-to-month,Yes,Mailed check,19.15,477.6
7228-OMTPN,Month-to-month,Yes,Electronic check,88.45,370.65
5063-IUOKK,Two year,No,Mailed check,19.75,265.75
4508-OEBEY,One year,Yes,Credit card (automatic),75.5,2424.45
0027-KWYKW,Month-to-month,Yes,Electronic check,83.75,1849.95
2308-STERM,Month-to-month,No,Mailed check,19.4,61.05
5982-XMDEX,Two year,No,Bank transfer (automatic),26.5,1698.55
6284-AHOOQ,Month-to-month,Yes,Bank transfer (automatic),90.5,1910.6
6051-PTVNS,One year,No,Credit card (automatic),19.15,998.1
2344-JMOGN,Month-to-month,Yes,Mailed check,94.85,890.6
3799-ISUZQ,Month-to-month,Yes,Bank transfer (automatic),69.95,529.5
2877-VDUER,One year,No,Mailed check,40.9,1383.6
9152-AMKAK,Two year,Yes,Mailed check,80.25,493.4
1794-HBQTJ,Month-to-month,Yes,Credit card (automatic),48.6,48.6
